Likes,Name,,Meaning
2,Armondo,•,Warrior; Army Man; Soldier
0,Armugam,•,One who Grants Emancipation Speedily
0,Arnesha,•,Queen of Sea
2,Arooran,•,Add Meaning
2,Arsabhi,•,Like a Bull
19,Arsalan,•,Lion; King of Jungle; Brave Man
32,Arshbir,•,God of Sky
6,Arshith,•,God Venkateswara
16,Arshjot,•,God's Clone
0,Arshvir,•,Guru's Blessing
2,Arthish,•,Brightness of Good Shiva
4,Artiman,•,Add Meaning
0,Aruloli,•,Radiance; Sparkle
5,Arunabh,•,Glow of Sun; Red Radiance
4,Arunank,•,Sun
5,Arunava,•,Ray of Sun
15,Arunesh,•,The Sun
4,Arunjot,•,Morning Flame
5,Arunpal,•,Protector of the Morning
7,Arushan,•,First Rays of Morning Sun
4,Arvalan,•,Lovable
7,Arvinda,•,Lotus
4,Aryadev,•,Name of a Philosopher
26,Aryaman,•,The Sun
2,Aryamik,•,Noble; Virtuous
0,Aryasva,•,With Devoted Horses
7,Aryavan,•,Member of Aarya Family
7,Asalesh,•,Lord Shiva
5,Asamati,•,Unequalled; Supreme; Divine
1,Asangas,•,Add Meaning
0,Asatrus,•,Add Meaning
3,Asavaha,•,Born by Space; The Heavens; The World
0,Asecana,•,Charming; Lovely
4,Aseelah,•,From Noble Family
4,Ashanka,•,Undaunted
0,Ashanko,•,Fearless
14,Asheesh,•,Blessing
0,Ashesha,•,One who has No End; Immortal; Indestructible
0,Ashique,•,Beloved
9,Ashlesh,•,Origin
0,Ashmeet,•,Lord of the Rings
1,Ashmita,•,Rock Born; Very Hard and Strong
1,Ashmith,•,Sun of Shiva; Respectable; Good Listener
3,Ashneel,•,The Best; Unbeatable
5,Ashokan,•,Chakra
2,Ashooja,•,Eternally Happy; Blessed
1,Ashpara,•,Add Meaning
1,Ashrita,•,One who Surender Himself
10,Ashrith,•,One who Gives Refuge to Others; Ruler
4,Ashvani,•,A Star
1,Ashvant,•,Follower of Truth
41,Ashvath,•,Strong
17,Ashvith,•,Ocean
2,Ashwabh,•,Lightening
8,Ashwani,•,Son of Lord Sun
3,Ashwany,•,Add Meaning
16,Ashwath,•,Banyan Tree
11,Ashwini,•,One of the Constallations
10,Ashwith,•,Its Come from Tree Ashwth
3,Asidhan,•,Lord Vishnu; Saturn of Shani; Hindu God Name; Name of Lord Shiva; Devotee of Saturn; Saniswara
1,Asirisa,•,Add Meaning
1,Askarya,•,Add Meaning
0,Askhala,•,Add Meaning
0,Asmanta,•,Sky
5,Asotosa,•,One who Fulfills Wishes Instantly
2,Asravya,•,Whom People Listen to Attentatively
2,AsSalam,•,The Eternal
3,Astikya,•,Faith
4,Astitva,•,Existence
0,Astrita,•,Add Meaning
2,Asurari,•,Add Meaning
3,Asutosa,•,Easily Pleased; Lord Shiva
4,Asutosh,•,One who Becomes Happy Easily
1,Asvajit,•,Add Meaning
1,Asvarya,•,Add Meaning
2,Asvavan,•,Add Meaning
22,Aswanth,•,Victorious; Great King
2,Aswathi,•,Unknown; Horseman
3,Atalbir,•,Firm and Brave
0,Atalvir,•,Firm and Brave
8,Atambhu,•,The Holy Trinity
1,Atambir,•,Spiritually Brave
2,Atamdev,•,Spiritual and Godly Person
0,Atamgat,•,Liberated Soul
0,Atamgun,•,Having Spiritual Merits
1,Atamjas,•,Singing the Glories of Spirit
8,Atamjit,•,God of Spiritually
2,Atamjog,•,Attaining the Spiritual Union
0,Atamjot,•,Spiritual Flame
1,Atamlok,•,Dwelling in the Soul
1,Atamras,•,Spiritual Elixir
1,Atamtat,•,Attaining the Spiritual Reality
0,Atamtek,•,Taking the Support of Spirit
0,Atanari,•,Add Meaning
1,Atandra,•,Add Meaning
1,Atapana,•,Causing Heat; Lord Shiva
1,Atavika,•,Add Meaning
1,Atchuta,•,God Vishnu
6,Ateeksh,•,Wise
0,Atervan,•,Add Meaning
0,Atharav,•,Third Veda
44,Atharva,•,Name of Ganesha; The First Vedas
4,Athiban,•,Leader; Born to Win as a Leader; Lord Ayyapa's Alternative Name
4,Athrava,•,The Fourth Veda
2,Athreya,•,Add Meaning
1,Aththan,•,Husband
3,Atibahu,•,Long Armed
3,Atibala,•,Excessive Power; Very Strong
2,Atideva,•,Surpasses the Gods
2,Atihata,•,Firmly Fixed
0,Atiloma,•,Add Meaning
0,Atimaya,•,Add Meaning
9,Atinder,•,Supreme God
7,Atindra,•,Supreme God
1,Atirupa,•,Very Beautiful; Another Name for Supreme Being
3,Atisaya,•,Excellence; Meritorious
1,Atisena,•,Add Meaning
15,Atishay,•,Successful; Bright
0,Atiyama,•,Very Black
0,Atmabhu,•,Creates Oneself; Self Made; Lord Vishnu and Shiva
4,Atmaram,•,Soul; Spirit
4,Atulbir,•,Matchless Brave
1,Atulith,•,Lord Hanuman
2,Atulvir,•,Matchless Brave
0,Atwater,•,From the Water Edge; Place Name; The Water
0,Aukthya,•,Add Meaning
5,Auritro,•,Add Meaning
2,Auronee,•,A Firewood
2,Avachat,•,Add Meaning
0,Avachin,•,Add Meaning
3,Avacuda,•,A Pendant; Ornaments
0,Avadata,•,Clear; Pure; Excellent
0,Avagaha,•,Add Meaning
1,Avajaya,•,Add Meaning
1,Avajita,•,Won by Conquest
0,Avakasa,•,Visible; Manifest
1,Avanesh,•,Lord of the Earth
0,Avanija,•,Son of Earth
2,Avaniko,•,King
4,Avanisa,•,Lord of the Earth; King
38,Avanish,•,God of the Earth
2,Avantas,•,Add Meaning
0,Avapaka,•,Spotless; A Bracelet of Gold
0,Avaraja,•,Add Meaning
0,Avarana,•,The Gate; Within the Area
0,Avatara,•,Incarnation of God; The Descent
1,Avdhesh,•,Shriram
1,Avicala,•,Immovable; Steady
11,Avichal,•,Unmovable
1,Avidosa,•,Faultless
12,Avighna,•,Remover of Obstacles; Lord Ganesha
2,Avijita,•,One who cannot be Conquered
0,Avikala,•,Add Meaning
1,Avikalp,•,Which has No Options
0,Avikari,•,The Unchanging
3,Aviksit,•,Never seen Before; Undeveloped
0,Avilasa,•,Add Meaning
20,Avilash,•,Faithful
3,Avinasa,•,Indestructible
72,Avinash,•,Very Happy; Indestructible
2,Avinasi,•,Indestructible
3,Aviraga,•,Add Meaning
0,Avirama,•,Add Meaning
3,Avitsit,•,Add Meaning
0,Avkasha,•,Leave
17,Avneesh,•,God of the Earth; Another Name for God Lord Ganesh
2,Avyagra,•,Cool; Peaceful; One who Not Getting Angry
4,Avyakta,•,Invisible; Nonmanifested
2,Avyakth,•,That which is Not Revealed
31,Avyansh,•,Very Inspired; Creative
2,Avyayas,•,Imperishable
14,Avyukta,•,Crystal Clear
1,Awadeep,•,Immartale Light
4,Awadesh,•,Add Meaning
7,Awanish,•,King of the Earth
5,Awdhesh,•,King of Ayodhya
23,Ayaansh,•,The Sun; Part of Parents; God Gift
2,Ayobahu,•,Iron Armed
5,Ayodhya,•,Not to be Fought Against
2,Ayuddha,•,Irresistable; Unconquerable
2,Ayushka,•,Life
4,Ayushya,•,Life Span
9,Ayusman,•,Blessed with a Long Life
1,Ayutayu,•,With an Unlimited Age
15,Ayyapan,•,Ever Youthful
5,Ayyappa,•,Son of Lord Shiva; Lord Ayyappa
0,Azalagu,•,Gorgeousness; Beauty; Good Looking
3,Azhagan,•,A Beautiful Handsome Boy; Lord Murugan
2,Azhagar,•,The Handsome One
2,Azhmeer,•,Clever; Wise
70,Aabharan,•,Jewel
1,Aabhitya,•,Sun
13,Aacharya,•,Teacher; Another Name for Drona
10,Aadhavan,•,Sun; Brilliant Like the Sun; Lord Vishnu
4,Aadhirai,•,A Special Star
25,Aadhunik,•,Modern; New
16,Aadideva,•,Highest God; The First God for Prayer; The Lord Ganesha
23,Aadinath,•,God; Supreme Ruler of the Universe; The First God
25,Aaditeya,•,Son of Aditi
20,Aadithya,•,The Sun
2,Aagyakar,•,Obedient
4,Aagyapal,•,One who Obeys
23,Aakanksh,•,Desire
1,Aakansha,•,Desire
0,Aakhyaan,•,Legend; Story of Famous Person
0,Aanjaney,•,Lord Hanumaan
15,Aaradhak,•,Worshipper of God
5,Aaradhay,•,Regard
8,Aaradhya,•,Worshipped
0,Aarajesh,•,Add Meaning
0,Aaranyan,•,Add Meaning
10,Aariketh,•,Ganesh
3,Aarshabh,•,Its an Another Name of Sri Krishna
0,Aaryaman,•,Add Meaning
2,Aaryansh,•,A Part of God Ram
4,Aaryavir,•,Brave Man
5,Aasamana,•,Power of Self Respect
3,Aasharya,•,Son of the Sun
3,Aashlesh,•,To Embrace
2,Aashresh,•,Add Meaning
18,Aashrith,•,Ruler; Lard Vinayaka
4,Aashvith,•,Ocean
3,Aatherya,•,A Disciple of Sage Vamadeva
2,Aathmika,•,Related to Aathma or Soul
2,Aatmabus,•,Self Protected
2,Aatulaya,•,Precious
4,Abalendu,•,Not the Nascent Moon; The Full Moon
6,AbdulAli,•,Servant of God
22,Abhaidev,•,Free of Fear; The Protecting God; The God of Protector
4,Abhaijot,•,Fearless Guided by Light
1,Abhaitek,•,Having the Fearless God Support
8,Abheenav,•,New
2,Abheeran,•,A Cow Herd
2,Abheerup,•,The Most Handsome and Wisest
0,Abheesht,•,Desired
1,Abhideep,•,Illuminated
2,Abhidhar,•,Who Wears Serpents
4,Abhidipa,•,Illuminated
0,Abhigeet,•,Praised in Song
1,Abhigita,•,Praised in Song
2,Abhignan,•,Add Meaning
4,Abhigyan,•,Most Intelligent; Recollection
1,Abhihava,•,Most Intelligent
10,Abhihita,•,Expression; Word; Name
5,Abhijaat,•,Well Born
1,Abhijana,•,Of Noble Descent; Ornament of the Family
2,Abhijata,•,Well Born
7,Abhijaya,•,Conquest; Complete Victory
50,Abhijeet,•,Victorious; Lord Krishna
1,Abhijiat,•,Add Meaning
5,Abhijith,•,One who is Victorious
2,Abhikama,•,Affection; Desire
20,Abhilash,•,Wish; Desire
4,Abhilesh,•,Immortal; Unique
3,Abhimaan,•,Pride; Proud
3,Abhimand,•,Gladdening
5,Abhimani,•,Full of Pride; Another Name for Agni as the Eldest Son of Brahma
2,Abhimoda,•,Joy; Delight
3,Abhinand,•,Celebrating
7,Abhinash,•,Actor
13,Abhinava,•,New; Young; Fresh; Modern; A Sakta Notable for his Great Leaning and Spiritual Attainment
1,Abhinaya,•,Expression
3,Abhindra,•,Devender
12,Abhineet,•,Perfect
1,Abhinita,•,Well Performed
5,Abhinoor,•,Prowess
3,Abhipada,•,One who Steps Fearlessly
1,Abhipala,•,Protector
5,Abhiprit,•,Victorious Love
1,Abhiraaj,•,Add Meaning
11,Abhiraam,•,Pleasing
1,Abhiraja,•,Fearless Ruler
2,Abhirama,•,Lovely; Delightful
3,Abhirath,•,Great Charioteer
15,Abhiroop,•,Handsome
2,Abhiruca,•,To be Bright; To Please
1,Abhiruci,•,Good Interest
9,Abhirupa,•,Pleasing Form; Handsome; Charming; Lord Shiva and Vishnu; Beautiful
6,Abhisaar,•,First Raise of Sun
0,Abhisala,•,Convergence
4,Abhisara,•,To Spread Brightness
3,Abhiseka,•,Installed as King
50,Abhishek,•,Blessing; Shower of Milk or Water over an Idol; An Auspicious Bath for a Deity; Anointing; Special; Shower of Milk and Water over an Idol
4,Abhisoka,•,Passionate; Loving
1,Abhivada,•,Reverential Salutation
9,Abhiveer,•,One who Commands; One who is Surrounded by Heroes or Warriors
3,Abhivira,•,Surrounded by Heroes; A Commander
1,Abhranta,•,Unperplexed; Clear; Composed
7,Abhyagni,•,Towards the Fire; A Son of Aitasa
7,Abhyuday,•,Progress
0,Abilisha,•,Money
24,Abimanyu,•,Arjuna's Son
8,Abinaash,•,Eternal; Immortal
10,Abivanth,•,Royal Salute
3,Abjayoni,•,Born of the Lotus; Another Name for Brahma
1,Acananas,•,Add Meaning
3,Acchutan,•,Lord Vishnu
7,Achalraj,•,Himalayan Mountain
3,Achetbir,•,Carefree Warrior
2,Achilles,•,Pain; Lipless
7,Achindra,•,Flawless; Uninterrupted; Perfect
16,Achintya,•,Release of Tensions; Inconceivable; A Name of Lord Shiva; Beyond Comprehension; Lord Shiva
0,Achuthan,•,Never Die
3,Achyutam,•,Imperishable; A Name of Vishnu; Similar to Achyut
1,Achyutha,•,Lord Venkateswara
1,Acyutayu,•,With an Impershiable Life
2,Adambara,•,A Great Noise; The Roaring of an Elephant
1,Adeshpal,•,One who Obeys Command
3,Adeshwar,•,God
0,Adesvara,•,Lord of Command
0,Adhavaya,•,One; United
0,Adhayyan,•,Study
1,Adheesha,•,Ruler; Emperor; King
2,Adhibhan,•,Frontrunner
8,Adhideva,•,Supreme God
4,Adhiguna,•,High Virtue
7,Adhikara,•,Principal; Controller
1,Adhikavi,•,First Poet
7,Adhiksit,•,King; Lord
0,Adhiraaj,•,Fearless King
3,Adhiraja,•,Supreme Leader; An Emperor
1,Adhithan,•,Leading Light
4,Adhrutha,•,Another Name of Vishnu
9,Adhvaith,•,Never Fail; No End
1,Adhvaryu,•,Best Among Priests; Who Performs Yagna
3,Adhyaksh,•,One who Controls or Organize Something
9,Adhyansh,•,Admired; Honored; Respected
3,Adhyanth,•,Begin and End
1,Adikurma,•,The Original Tortoise
0,Adimurti,•,The Primal Idol
0,Adinatha,•,The Primordial Master
0,Adipursh,•,Lord Vishnu
1,Adiratha,•,The First Chariot
1,Adisesan,•,The Primal Residue
2,Adishesh,•,God of Serpent's
2,Adishwar,•,Lord Vishnu
0,Adisimah,•,Add Meaning
0,Adisvara,•,The Original God
1,Adityesa,•,Lord of the Adityas
4,Adiyaman,•,Always Shines; Black Bird
0,Adolchit,•,One whose Mind does Not Waver
0,Adrindra,•,Lord of the Mountains; The Himalaya
1,Adripata,•,Add Meaning
2,Adripati,•,Lord of the Mountain
1,Adriraja,•,King of the Mountain
3,Advaitha,•,Non Duality
5,Advitiya,•,Unique
1,Aekadamt,•,Lord Ganesha
2,Agamadhi,•,Intelligent
20,Agamjeet,•,Who Wins the God
3,Agamprem,•,Lover of God
1,Agamroop,•,Embodiment of God
5,Aganveer,•,God of Law; Sikh Origin
14,Agasthya,•,A Name of a Sage
2,Agathian,•,A Name of a Sage
0,Aghaghna,•,Destroyer of Sin; One who Pious; Virtuous; God Vishnu
2,Agharika,•,Add Meaning
1,Agnajita,•,One who has Conquered the Fire
0,Agnibahu,•,The Arms of Fire; Smoke
1,Agnibhav,•,Born in Fire
0,Agnibija,•,The Seed of Fire
0,Agnidhra,•,Descendant of Fire
0,Agnikana,•,Particle of Fire; Spark
2,Agniketu,•,Fire Bannered
2,Agnimasa,•,Shining Like Fire
1,Agninyan,•,Lord Shiva
1,Agniruha,•,Fire Tree; The Indian Redwood Tree
0,Agnisika,•,Fire Crested; Flame of Fire; Arrow; Lamp
1,Agnisoma,•,Fire and Nectar Conjoined
0,Agnivesa,•,Fire Clad; One who is as Glorious as Fire
9,Agnivesh,•,Bright as the Fire
0,Agnpurna,•,Add Meaning
0,Agrasena,•,Chief Warrior
2,Agrayana,•,Leader; Oblation
1,Agrayani,•,Leader
0,Ahaladit,•,Joyous Person
2,Ahamyati,•,Egoless
0,Ahankara,•,Tendency to Identify Oneself with External Phenomena
0,Ahanmani,•,Jewel of the Day; The Sun
2,Ahanpati,•,Lord of the Day; Lord Shivaand the Sun
1,Aharmani,•,Jewel of the Day; Sun
3,Aharnish,•,Day and Night
1,Aharpati,•,Lord of the Day; Another Name for Sun and Shiva
1,Ahaskara,•,Producing the Day
0,Ahiratha,•,Having a Snake Chariot
0,Ahisvara,•,Lord of Serpents
1,Ahladith,•,Add Meaning
0,Ahupathi,•,Follower of Prayer; A Devotee
0,Ahwanith,•,Wanted
1,Aimmukan,•,Add Meaning
0,Aindhadi,•,Add Meaning
0,Aindrila,•,Female Star
6,Airaawat,•,The Celestial White Elephant of Indra
1,Airavata,•,As Fast as the Wind
0,Aishwary,•,Prosperous
1,Aiswaran,•,Belongs to the Lord; Lordly
0,Aitareya,•,Unique
2,Aivannan,•,Add Meaning
6,Aiyappan,•,Of Vishnu and Shiva; Ayya means Vishnu and Appa means Shiva
2,Ajaideep,•,Invincible Lamp
0,Ajaimeet,•,Invincible Friend
2,Ajairoop,•,Invincible Shape
0,Ajakasva,•,Horse of a God
1,Ajamukha,•,Goat Faced
2,Ajandeva,•,A God by Birth
1,Ajanidha,•,Treasure or Ocean of Instigation
1,Ajavindu,•,One who has the Knowledge of Eternity
3,Ajeenkya,•,Supreme; One who cannot be Defeated
0,Ajeetbir,•,Invincible Brave
2,Ajeetdev,•,Invincible Lord
2,Ajeetpal,•,Invincible Fosterer
0,Ajigarta,•,One who has Nothing to Swallow
3,Ajitaabh,•,Victor; One who has Conquered the Sky; Whose Lustre Can't be Diminished; The Sun
0,Ajitabha,•,Unconquerable Brilliance
4,Ajitesha,•,Lord Vishnu
2,Ajminder,•,Victory of Lord
1,Akalanka,•,Stainless
1,Akalchet,•,One Remembering God
13,Akaldeep,•,God's Lamp
0,Akaljeet,•,Victory of God
0,Akalmasa,•,Sinless; Pure
8,Akalmash,•,Stainless; Pure
0,Akalmeet,•,Friend of God
2,Akalmesh,•,Pure; Sinless
0,Akalprem,•,Love of God
0,Akalrang,•,Imbued in the Elixir of God
10,Akalroop,•,Of Eternal Beauty
7,Akalsukh,•,Forever in Peace and Delight
2,Akampana,•,Unshaken; Calm
0,Akampita,•,Unshaken; Calm
0,Akantaka,•,Free from Thorns; Troubles; Enemies
1,Akarsana,•,Attraction; Handsome; Charming
2,Akarshak,•,Attractive
7,Akarshan,•,Attraction
2,Akarsita,•,Attracted; An Admirer of Beauty
2,Akashbir,•,Brave as the Sky
4,Akhilash,•,King of All; Lord Shiva
1,Akhilbir,•,All Brave
0,Akhilesa,•,All Prevading God
24,Akhilesh,•,Grateful; Lord of the Universe; Indestructible; Immortal; Lord of Universe
0,Akhilpal,•,Protector of All
5,Akhurath,•,One who has Mouse as his Charioteer
0,Akilroop,•,Embodiment of All
1,Akiyatri,•,Add Meaning
1,Akkiraju,•,Add Meaning
1,Aklamash,•,Spotless; Pure
0,Aksamala,•,Add Meaning
0,Aksamata,•,Rosary; A String of Beads which Includes the Rudraksa
2,Aksapada,•,Follower of Knowledge; Learned; Wise; Enlightened
2,Akshagna,•,Lord Murugan
18,Akshansh,•,Universe
0,Akshapad,•,Gautham
1,Akshatam,•,Divine Love
4,Akshdeep,•,King of Sky
1,Aksitoti,•,One who Abounds in Unending Wealth; Lord Indra
1,Aksmalin,•,Add Meaning
2,Aksobhya,•,Immovable; Unassailable
1,Alagapan,•,Add Meaning
0,Alagelil,•,Handsome and Elegant; Stylish; Voguish
2,Alagesan,•,Handsome
2,Alaguvel,•,God Murugan
1,Alamgeet,•,Song of the Universe
0,Alamjeet,•,Victory of the Universe
5,Alampata,•,Ever Eternal Lord
0,Alankara,•,Decoration; Ornament
2,Alankrit,•,Fully Decorated; Poetic
0,Alastair,•,Defender of Men
1,Alavilan,•,Add Meaning
0,Algernon,•,Bearded; Wearing a Mustache
3,Alhusain,•,The Good; Name of the Prophets Grandson; Diminutive of the Handsome
1,Alipriya,•,Beloved of the Blacktree
0,Alokdeep,•,Lamp Light
3,Aloksukh,•,Light of Peace
2,Aloysius,•,Renowned Warrior; Fame and War; A Form of Louis; Famous Warrior
0,Amahatha,•,Wanting a House
2,Amainder,•,God of Peace
1,Amaldeep,•,Pure Lamp
7,Amalendu,•,Sun; The Unblemished Moon
3,Amalgeet,•,Pure Song
6,Amaljeet,•,Pure Victory
1,Amalmani,•,Add Meaning
0,Amalroop,•,Embodiment of the Pure
18,Amandeep,•,The Lamp of Peace
2,Amandipa,•,Sharp Witted; Light; Lamp of Peace
1,Amaneesh,•,God of Peace
8,Amanjeet,•,Peace Attainder
8,Amanroop,•,The Embodiment of Peace
2,Amanuday,•,Peace Rising
14,Amanveer,•,One who Fights for Peace
1,Amarasri,•,Eternally Divine; Lord Vishnu; Shiva
10,Amardeep,•,Eternal Light
1,Amardita,•,Unsubdued
1,Amareyja,•,Preceptor of the Gods
2,Amargeet,•,Immortal Song
1,Amarisha,•,Add Meaning
11,Amarjeet,•,Victorious
0,Amarjodh,•,Immortal Warrior
14,Amarleen,•,Forever Absorbed in God
2,Amarnaam,•,Eternal Naam
16,Amarnath,•,Immortal God
0,Amarprem,•,Immortal Love of God
0,Amarsari,•,Add Meaning
1,Amarsukh,•,Eternal Peace
0,Amarthya,•,Immortal
0,Amarupam,•,God Like
4,Amarveer,•,Eternally Brave
0,Amarwant,•,Completely Immortal
0,Ambarisa,•,Ruler of the Sky; Atmosphere
5,Ambarish,•,Name of Lord Shiva; The Sky
0,Ambastha,•,Devotee of the Sky; One who Resides in Water
0,Ambedkar,•,God of Everyone
0,Amberish,•,An Angel from the Heavens
8,Amberjit,•,God of Sky
0,Ambhrina,•,Powerful
0,Ambhudhi,•,The Ocean
0,Ambikeya,•,Of Ambika; Mountain; Lord Ganesha
4,Ambreesh,•,God of Sky
0,Ambrisha,•,Add Meaning
3,Ambumani,•,Jewel of Water; The Pearl; Lotus
1,Ambupati,•,Ocean
1,Amburaja,•,Add Meaning
0,Amburuha,•,Born in the Waters
0,Ambuvica,•,Living in Water
2,Ameretat,•,Immortal
6,Ameyatma,•,Lord Vishnu
1,Amildhan,•,Sweet
2,Amileigh,•,The Bringer of Hope and Smiles; God's Gift
7,Amitaabh,•,Boundless Lustre
2,Amitabha,•,Limitless Lustre; Name of Lord Buddha
1,Amitasan,•,With Sacred Marks; Omnipresent; Lord Vishnu
1,Amitatej,•,Add Meaning
0,Amitatma,•,Add Meaning
2,Amitayus,•,Of Infinite Age; Divine; A God
0,Amitesha,•,Add Meaning
1,Amitojas,•,Of Unbounded Energy
0,Amoghraj,•,Great; The Name of a Hindu God in India
1,Amoljeet,•,Priceless Victory
2,Amolnaam,•,Priceless Naam
3,Amolprem,•,Priceless Love
1,Amprithu,•,Strong and Healthy
0,Amrakuta,•,Special Halls or Mansions
2,Amrapali,•,Guardian of the Mango Tree
1,Amrindar,•,Add Meaning
9,Amrinder,•,Blessed by God for Immortality; Similar to Amarinder
0,Amritaka,•,The Nectar of Immortality
0,Amritapa,•,Drinking Nectar; Lord Vishnu
2,Amritasa,•,Whose Soul is Immortal; Lord Vishnu
0,Amritasu,•,Distilling Nectar; Moon
6,Amritaya,•,The Immortal; Lord Vishnu
0,Amritesa,•,Ruler of the Immortals
6,Amritpal,•,One Protected by the Lord's Nectar
2,Amshuman,•,Sun
0,Amundsgn,•,Add Meaning
1,Anadhika,•,Having No Superior
0,Analajit,•,Conqueror of Fire; Blameless; Pure
3,Analjeet,•,Victory over Air
26,Anamitra,•,The Sun
2,Ananahad,•,No Limit
0,Anandana,•,The Blissful
2,Anandbir,•,Blissful Brave
7,Anandhan,•,Making Others Glad; Happy Man
0,Anandini,•,Blissful
2,Anandita,•,Delighted; Joyful
3,Anandith,•,Add Meaning
2,Anandjit,•,Victory of Bliss
6,Anandjot,•,Light of Bliss
1,Anandlok,•,Beyond the Realm of Time
1,Anandpal,•,Fosterer of Bliss
0,Anandsai,•,Add Meaning
1,Anandtek,•,Blissful Support
0,Anangada,•,Who Inspires Love
1,Anangpal,•,Protector of Cupid
5,Ananmaya,•,One who cannot be Broken
8,Anantbir,•,Infinite Brave
6,Anantdev,•,Of Immeasurable Divinity
2,Ananthaa,•,Always Merry and Full of Smiles
1,Ananthan,•,Always Merry and Full of Smiles
0,Anantjot,•,Infinite Light
2,Anantman,•,God's Glory
0,Anantpal,•,Infinite Fosterer
4,Anantram,•,Eternal God
1,Ananyaja,•,Unique Son
2,Anaranya,•,Possessor of Eternal Power
3,Anarghya,•,Priceless
0,Anarsani,•,Injuring
3,Anasvara,•,Imperishable
6,Anbarasu,•,King of Love
0,Anbendhi,•,Kind
6,Anbumadi,•,Kind and Intelligent
6,Anbumani,•,Lovely Gem
3,Anbumoli,•,Who Speaks Kind Words
1,Andhraka,•,Belonging to Andhra
0,Andisami,•,Add Meaning
0,Anenasya,•,Freedom from Sin; Pious; Pure
0,Angaarak,•,The Planet Mars
0,Anganemi,•,Follower of the Scriptures
0,Angannan,•,Add Meaning
0,Angappan,•,Add Meaning
1,Angaraja,•,Best Among Beings with a Form; Another Name for Karna
0,Angaraka,•,Charcoal; The Planet Mars
1,Angathan,•,Flame of the Forest; Lord Hanuman
0,Angavaha,•,Bearer of Scriptures
0,Angeekar,•,One whom God Makes his Own
0,Angirasa,•,Of Angiras
1,Aniketha,•,Add Meaning
5,Anilaabh,•,Spirit of the Wind
1,Anilabha,•,Add Meaning
1,Aniljeet,•,Victory over Wind
4,Anindith,•,The Blameless One; One with No Faults; The Perfect Human Being
1,Anirbana,•,Add Meaning
1,Anirjita,•,Add Meaning
14,Aniruddh,•,Grandson of Lord Krishna
10,Anirudha,•,Grandson of Lord Krishna
5,Anirudhh,•,Add Meaning
1,Anirvana,•,Add Meaning
4,Anirvesh,•,Devotion
0,Anirvina,•,Add Meaning
0,Anisvara,•,Add Meaning
0,Anitabha,•,Add Meaning
6,Anivardh,•,Another Name of Lord Vishnu
0,Anjalika,•,One of Arjuna's Arrows
8,Anjaneya,•,Son of Anjani; Name of Hanuman; Lord Hanuman
2,Anjanjot,•,Strange Light
2,Anjappan,•,Courageous
0,Anjistha,•,Add Meaning
1,Ankolita,•,Add Meaning
0,Annabhuj,•,Who Eats Grain
0,Annadeva,•,The God of Food
1,Annamaya,•,Surrounding with Food
1,Annapati,•,King of Food
1,Annasami,•,Add Meaning
1,Anogopta,•,Add Meaning
1,Anokhjot,•,Wondrous Light
9,Anoopbir,•,Beauteous and Brave
0,Anoopdev,•,Unique King
8,Anoopjot,•,Radiating the Beautiful Light
5,Anooplok,•,Resident of the Beauteous Realm
0,Anshdeep,•,A Part of Light
43,Anshuman,•,Blessed with Long Life; The Sun; Lord Surya (Sun)
5,Anshumat,•,Luminous
0,Ansrutas,•,Add Meaning
0,Ansubana,•,Add Meaning
1,Ansujala,•,Add Meaning
1,Ansupati,•,Add Meaning
0,Ansuvana,•,Add Meaning
0,Antarang,•,Intimate; Close to Heart; Inner Heart
1,Antardev,•,The Lord Within
1,Antardhi,•,With Inner Perception
3,Antaresh,•,Name of a Giant Red Star
11,Antarjot,•,The Divine Light Within; Inner Light
1,Antartek,•,Inner Support
0,Antideva,•,Add Meaning
1,Antriksa,•,Space; Outer Space; Sky
2,Anubhava,•,Experience
0,Anubodha,•,After Thought; Recollection
0,Anucakra,•,Who Works According to Schedule; Organized; Planned
2,Anuchand,•,Handsome
1,Anudatta,•,Add Meaning
1,Anudesya,•,Obedient; One who Proceeds Towards the Goal
0,Anudruhu,•,Add Meaning
1,Anudvega,•,Free from Anxiety
0,Anugayas,•,Praised in Hymns
0,Anugraha,•,Blessing; Request
2,Anugtaha,•,Grace; Favor
0,Anuhlada,•,Add Meaning
0,Anuhrada,•,Add Meaning
3,Anukampa,•,Excitement
2,Anukaran,•,Image; Similar; Echo; Imitate
1,Anukarsa,•,Invoking; Summoning by Incantation
0,Anunanya,•,Add Meaning
0,Anunaras,•,Add Meaning
1,Anupdeep,•,Matchless Lamp
1,Anupjeet,•,Matchless Victory
1,Anupmeet,•,Unique Friend
0,Anupreet,•,Add Meaning
1,Anupriya,•,Add Meaning
1,Anuradha,•,A Star
2,Anuragin,•,Inducing Love
2,Anurakta,•,Surrendering Himself with Love and Passion
0,Anuratha,•,Add Meaning
1,Anurodha,•,Request
1,Anurudha,•,Add Meaning
1,Anushank,•,Love to All
0,Anushtan,•,Celebration for Joy
1,Anushtup,•,Add Meaning
0,Anusikha,•,Crested; Decorated; Respected
1,Anusruta,•,Well-known; Much Heardof
0,Anuthosh,•,Add Meaning
1,Anuttama,•,The Finest
0,Anuvinda,•,Add Meaning
0,Anuvitta,•,Add Meaning
0,Anuvrata,•,Add Meaning
1,Anuyatri,•,Follower; Companion
0,Anuyayin,•,Follower
1,Anveshak,•,Seeker
1,Anveshan,•,Finding
