Likes,Name,,Meaning
1,Nandedkar,•,Add Meaning
1,Nanjappan,•,God Sivan
0,Nanjayyan,•,God Sivan
3,Nanjundan,•,God Shiva
5,Nanmaaran,•,Benevolent and Brave
4,Naradhara,•,Supporter of Mankind
2,NarainDas,•,Slave of the Protector; Devotee of Lord Vishnu
3,Narapriya,•,Beloved of Mankind; Favorable to Mankind
3,Narasimha,•,An Incarnation of Lord Vishnu
3,Narasinha,•,The Man-lion; Fourth Incarnation of Vishnu
7,Narayanan,•,Title of Vishnu; Krisna
5,Narendran,•,King of Kings
1,Nareshbir,•,Brave King
1,Nareshpal,•,Protector of King
2,Narottama,•,Great Man
1,Narrottam,•,Best Among Men
1,Narsimulu,•,Gods Name
2,Narthanan,•,God Krishna's Another Name in Tamil
0,Narvinder,•,Brave Lord
4,Natarajan,•,God Shiva
7,Nateshwar,•,Lord of Dancers
2,Nathasami,•,Add Meaning
5,Navadweep,•,New Lamp
3,Navagopal,•,Sri Krishna
3,Navakanth,•,New Light
1,Navaljyot,•,A New Ray of Light
4,Navaneeth,•,Butter
1,Navarasan,•,Add Meaning
1,Navaratna,•,Nine Types of Gems
8,Navasprik,•,Who Kiss the Sky
4,Navayugan,•,God Name in Tamil Language
1,Naveenjot,•,Novel Light
1,Navendhan,•,Add Meaning
0,Navjeevan,•,Everfresh Life
2,Navjinder,•,Everfresh Lord
4,Nayandeep,•,Light of the Eye
3,Nediyavan,•,Add Meaning
4,Nedumaran,•,Tall and Handsome
3,Neeharika,•,Collection of Stars
2,Neeladree,•,Blue Peak
4,Neelamani,•,Blue Jewel
3,Neelambar,•,Blue Sky
0,Neelamber,•,Blue Sky
0,Neelambir,•,Sapphire Warrior
2,Neelambuj,•,Blue Lotus
1,Neelamjot,•,Light of Sapphire
3,Neelanjan,•,Blue
7,Neelgreev,•,Lord Shiva
3,Neelinder,•,Add Meaning
5,Neelkamal,•,Blue Lotus
7,Neelkanta,•,Lord Shiva
7,Neelkanth,•,Peacock; Shiva
0,Neelmegam,•,Clouds in Sky Just Before Rain
6,Neelotpal,•,Blue Lotus
0,Neeranjan,•,Add Meaning
0,Netrapala,•,Add Meaning
1,Niauppama,•,Add Meaning
2,Nicodemus,•,Victory of the People; Victorious Person
5,Nidarshan,•,Example
0,Niharilan,•,No One Equal
74,Nikhilesh,•,Lord of All; Lord of the Universe
2,NilaDevan,•,Moon; Handsome
3,Nilagagan,•,Blue Sky
1,Nilagriva,•,Blue Throated; Blue Necked
0,Nilaratan,•,Add Meaning
2,Nilothpal,•,Heaven
0,Nimmarata,•,Modest; Humble
0,Ninderbir,•,Brave with Good Sleep
2,Nirabadha,•,Trouble-less; Painless; Harmless
1,Niradhara,•,Without Support; Independent
0,Niralamba,•,Without Support; Independent
4,Niramitra,•,Son of Pandava Sahadeva
3,Niranjana,•,Spotless; Pure
3,Niranjani,•,Epitome of Hotness
2,Nirantara,•,Uninterrupted; Without Interior
0,Niranthar,•,Add Meaning
1,Nirargala,•,Unimpeded
1,Niravadhi,•,Endless; Limitless
1,Nirgranth,•,Simple Behaviour
0,Nirmalbir,•,Holy and Brave
1,Nirmaljas,•,God's Holy Praises
1,Nirmaljog,•,Union with the Holy One
0,Nirmaljot,•,Pure Light
0,Nirmalsev,•,Performing Holy Service
0,Nirmaltek,•,Support of Holy One
0,Nirvikara,•,Unchanging
0,Nischinta,•,Without Worries
2,Nischitha,•,Confidence
7,Nishakant,•,Husband of Night; Moon
9,Nishanath,•,Moon
8,Nishikant,•,Husband of Night; Moon
1,Nishiketh,•,Very Good Boy
10,Nishinath,•,Lord of Night
2,Nishipati,•,Moon
10,Nishkarsh,•,Result
15,Nishwanth,•,The Great
9,Nityanand,•,Perennially Happy
2,Nivedhana,•,Add Meaning
3,Niveransh,•,Moon Rays
3,Nivranshu,•,Grace of the Moon
1,Nizhalgal,•,Shadows
2,Noorpreet,•,Love for Divine Light
7,Norrshant,•,Add Meaning
0,Nrikesari,•,Add Meaning
5,Nripendra,•,King of Kings
1,Nripinder,•,Lord of Kings
2,Nrupendra,•,Lord Indra
0,Naambhagat,•,Devotee of the Lord
0,Naamchetan,•,Aware of Naam
0,Naamdharam,•,Religious Remembrance of Naam
1,Naamjeevan,•,One whose Life is Naam Alone
0,Naamkeerat,•,Praises of Naam
0,Naamnidhan,•,Treasure of Naam
0,Naamnirmal,•,One who is Holy through Naam
0,Naamsaihaj,•,Tranquillity in Naam
2,Naamsangat,•,One who Longs to be in Naam
0,Naamseetal,•,Attaining Peace through Naam
0,Naamsharan,•,Shelter of Naam
0,Naamvichar,•,Reflection on Consciousness
0,Naavarasan,•,Orator; Well-versed in the Arts
6,Naayantara,•,Star of Our Eyes
5,Nachiketan,•,Fire
6,Nagarathna,•,Snakes Diamond
2,Nageshwara,•,Lord of the Mountains
3,Nalankilli,•,King
0,Nalavarman,•,King
4,Nalinaksha,•,Lotus-eyed
2,Nalinikant,•,Husband of Lotus
1,NallaDurai,•,Benevolent; Honest
2,Nallalagan,•,Gorgeous Man; Very Handsome
0,Nallamuthu,•,Good Pearls
0,Nallarasan,•,Benevolent King
0,Nallasivan,•,God Sivan
3,Namacharya,•,Haaridas Thakur
2,Namasthetu,•,Vanquisher of All Evils and Vices and Sins
4,Namberuman,•,Lord Shiva
1,Namritabir,•,Humble and Brave
0,Namritajot,•,Light of Humbleness
5,Nandagopal,•,Lord Krishna Father's Name
21,Nandakumar,•,Lord Krishna; Cute
1,Nandanjeet,•,Victory of the Son
2,Nandighosh,•,Pleasing; Son
2,Nandirudra,•,The Joyful Rudra
6,NandNandan,•,Lord Krishna
3,Nanmoliyan,•,Add Meaning
3,Narashimha,•,Lion Among Men
5,Narasimhan,•,Man Lion
0,Nareshjeet,•,Victorious King
3,Nateshwara,•,Lord of Dancers
1,Nattarasan,•,King
2,Natyapriya,•,Fond of Dancing
0,Naueshwara,•,King Among Actors
7,Navakishor,•,Lord Krishna
3,Navarathna,•,Nine Gems
2,Naveenjeet,•,Novel Victory
0,Navmandeep,•,Add Meaning
0,Nazarpreet,•,Love for Sight
0,Nedumaaran,•,Valiant and Respected
1,NeedhiMani,•,Honest
3,Neelambari,•,Blue Sky
0,Neelamjeet,•,Victory of Sapphire
2,Neelampaul,•,Preserver of Sapphire
3,Neelanchal,•,Nilgiri Hills
0,Neelanshul,•,Part of the Sky; God Krishna's Name
3,Neelmadhav,•,Lord Jagannath
3,Neerajaksh,•,Vishnu
0,Neerajpaul,•,Protector of Lotus
0,Nehchalbir,•,Immovable Warrior
2,Nehchaljot,•,Immovable Light
1,Nehchaltek,•,One whose Faith in God is Steadfast
3,Nerivaanan,•,Honest Person
0,Nihchalbir,•,Firm and Brave
2,Nihchaljot,•,Firm Light
2,Nihchaltek,•,Firm Support
1,Nilagrivah,•,A Bower
3,Nilakantha,•,Blue Throated; Blue Necked
0,Nimmapreet,•,Love for Modesty
0,Nimmardeep,•,Modest Lamp
1,Ninderjeet,•,Victorious with Good Sleep
0,Ninderpaul,•,Preserver of Good Sleep
1,Nirajaksha,•,Lotus Eyed
1,Nireekshat,•,Expected
0,Nirmalchit,•,One whose Heart is Holy
0,Nirmaldeep,•,Holy Lamp
1,Nirmaljeet,•,Victory of Purity
1,Nirmaljeev,•,Holy Being
0,Nirmalprem,•,Pure Love
3,Nirvikalpa,•,Without Thought
1,Nishandeep,•,Add Meaning
0,Nishanthan,•,Raising of Sun; End of Darkness; Peaceful; Dawn
6,Nishikaant,•,The Moon
6,Nishikanta,•,The Moon
0,Nishkarana,•,Causeless
5,Nisyanthan,•,Evening
3,Nitalaksha,•,One who has an Eye on the Forehead
0,Nithyanand,•,Happy
4,Nityagopal,•,Constant
9,Nityananda,•,Lord Krishna; Always Happy
7,Nityapriya,•,Ever Pleasing
0,Nivethihan,•,Dedicated to God
3,Nrishingha,•,Add Meaning
0,Naamdarshan,•,Vision of Naam
0,Naamprakash,•,Radiating the Light of Naam
2,Naamteerath,•,Holy Place of Naam
1,Nabhomandal,•,New Moon
3,Nagabhushan,•,Snake Phani
4,Nagadhiraja,•,The Paramount King of the Mountains
0,Nagalingesh,•,Lord Shiva
4,Nageshwaran,•,Lord Snake
0,Naginderbir,•,Brave Mountain
1,Nakshathran,•,King of Stars
6,Nalinikanta,•,Lotus; Water
1,Nallathambi,•,Hindu God Name
1,Nambiyandan,•,Renowned
0,Namritadeep,•,Humble Lamp
1,Namritajeet,•,Victory of Politeness
0,Namritameet,•,Modest Friend
20,Nandakishor,•,Meritorious; Great Achiever
1,Nandanpreet,•,Loving Son
1,Nandishwara,•,The Lord of Nandi
7,NandKishore,•,Lord Krishna
0,Narinderbir,•,Brave King
0,Narinderjit,•,Man-lion
0,Narinderjot,•,King's Light
1,Navaneedham,•,Newly Born
0,Navkiranjot,•,Novel Light Victory
1,Navukarasan,•,Fresh Butter
0,Navukkarasu,•,Add Meaning
5,Nawalkishor,•,Lord Krishna
2,Neelakantha,•,Blue
0,Neelambaran,•,Emerald
1,Neelampreet,•,Love for Sapphire
1,Neelavannan,•,Lord Krishna
0,Neethimaran,•,Lotus
1,Nellainambi,•,Blue
1,Nerrivaanan,•,Honest Person
1,Nihchaljeet,•,Firm Victory
0,Nihchalmeet,•,Firm Friend
0,Nihchalprem,•,Firm Love
1,Niilalohita,•,Content
0,Nirahankara,•,Ego-less
1,Nirmalcheet,•,Pure Consciousness
0,Nirmalkaram,•,One whose Actions are Holy
1,Nirmalpreet,•,Pure Love
1,Niruluxanan,•,Goddess Laxmi
0,Nischaijeet,•,Sure Victory
3,Nishkalanka,•,Without Stain; Faultless
0,Nishkanagan,•,Add Meaning
3,Nisyaanthan,•,Evening
0,Naamniranjan,•,One as Immaculate as Naam
3,Nabinchandra,•,Freedom
2,Nagabhooshan,•,Who Wears Serpents as Ornaments; Siva
3,Naginderjeet,•,Victory of Mountain
4,Naksatraraja,•,King of Stars
1,Nakshvardhan,•,Victory
0,Nallaperumal,•,Add Meaning
1,Namritapreet,•,Love for Humbleness
10,Nandakishore,•,Lord Krishna
0,Nandukishore,•,Of Silence
1,Nanjundeswar,•,Lord Shiva who Swallowed Poison to Save the World
2,Nanjundewsar,•,Lord Shiva who Swallowed Poison to Save the World
9,Narendranath,•,King of Kings; Emperor
1,Narinderdeep,•,King's Lamp
0,Narinderjeet,•,Victorious King
12,Navinchandra,•,Same as Navendu
0,Navkiranjeet,•,Novel Victory
8,Navukkarasan,•,Colourful
1,Nehchalpreet,•,One whose Love is True
9,Nideeshwaram,•,Giver of Wealth and Treasures
0,Nihchalpreet,•,Firm Love
3,Nirendranath,•,Fearless
2,Nirmaldharam,•,Religious Holy Virtues
3,Nitalekshana,•,One who has an Eye on the Forehead
0,Nityasundara,•,Very Handsome
0,Nandheeswaran,•,God Nandhi; Soft and Kind
1,Nanjundeswara,•,Shiva
0,Narayanaswamy,•,Lord Vishnu
0,Narthanarajan,•,Lion Among Men
10,Nikhilchandra,•,Home
5,Nikhileshwara,•,Sovereign Lord of All
2,Nagabhooshanam,•,Ocean
2,Nagavenkatasai,•,God
4,Narashimareddy,•,Lord Narashima
1389,Pal,•,Humble; Witness; Small
78,Pay,•,Money
272,Paz,•,Peace
497,Pra,•,River; Akan of Ghana
416,Pre,•,Hero
224,Pul,•,Bean; Destruction
120,Paal,•,Guardian
329,Padm,•,Baby Lotus
120,Paka,•,Lord of Lotuses; Sun
85,Pala,•,Moment
115,Pals,•,Friend
88,Pani,•,Water
72,Pant,•,Father of Lancelot
108,Papa,•,Lord Shiva; Father
85,Para,•,The Supreme
173,Pari,•,Charitable Prince; Cute Angel
127,Parn,•,Wisdom
323,Parv,•,Festival
66,Pata,•,Spectrogram
64,Pati,•,Lord; Ruler; Break by Twisting; Baskets of Fish; Master; Pet Form of Patricia
116,Patr,•,Defender; Letter
93,Paul,•,Small; Little; Biblical Apostle and Evangelist Paul's Letters to Early Christians Comprise Many New Testament Books; Humble
128,Pavi,•,Lighting; Lord Hanuman
108,Peru,•,Name of Fruit
49,Piar,•,Love; Affection
105,Pihu,•,Chattering of Bird
60,Pina,•,Name of Mechanical Instrument
56,Pita,•,Father
75,Posh,•,Month in Hindu Calender
66,Poya,•,Curious
212,Pran,•,Life
62,Prat,•,Early Morning
444,Prem,•,Love
188,Prit,•,Lovely
95,Pula,•,The Great
137,Puli,•,Tiger
59,Puna,•,Again
65,Punj,•,Five
19,Pura,•,In Begining
39,Puri,•,Devotional Place
183,Puru,•,Heaven; Abundant; Name of a King; A Legendary King Yayati
73,Pusa,•,Flavor
51,Pyas,•,Thirsty
64,Pablo,•,Little
55,Pabok,•,Fire
43,Padak,•,Pendant; Medal
119,Padam,•,Lotus; Letter
62,Padma,•,Lotus
26,Pagat,•,Pure
125,Pahal,•,Facet; Beginning Initiative
45,Pahul,•,Initiatory Rite of Sikhism; Amrit (Holywater)
63,Pahwa,•,Lord Vishnu
53,Pajas,•,Firmness; Strength
106,Pakhi,•,Bird
81,Paksh,•,Symbolizing the Phases of Moon
168,Palak,•,Good; Eyelash
35,Palam,•,Fruit
87,Palin,•,Protecting
38,Palla,•,Opening
82,Panan,•,Singer; Messenger; Lover
330,Panav,•,Prince
79,Pandi,•,Lord Pandi Muni
63,Pandu,•,Fruit
76,Panit,•,Admired
35,Panju,•,Smooth
76,Panna,•,Emerald
103,Panth,•,Savage
95,Panvi,•,Lord Shiva
45,Paola,•,Small
61,Pappy,•,Kiss
115,Parag,•,Pollen Grains
43,Paraj,•,Ride
198,Param,•,The Best; Being Supreme; Primary; Perfect; Ultimate
114,Paran,•,Beauty; Glory; Ornament
181,Paras,•,Anything He Touches Turn Gold; Touchstone
63,Parav,•,Festival
53,Pardu,•,Strong; Handsome
135,Parin,•,Another Name for Lord Ganesha
85,Paris,•,A Mythical Stone whose Touch Converts Iron into Gold; City Name; From Paris; Name of a God; The French Capital
453,Parth,•,King; Bright; Silver; Arjun
61,Party,•,Positive
76,Parul,•,Graceful; Name of a Flower
77,Parva,•,A Section; Portion; Festival; Strong; Occassion
59,Parya,•,A Bird
38,Pasak,•,Add Meaning
31,Pasaq,•,Lord of Celebrations
81,Pasha,•,Net; Snare; A Turkish Name; A Lord
78,Patag,•,Sun
46,Patak,•,A Flag; A Banner
56,Patel,•,Surname
55,Patoj,•,Lotus
55,Patra,•,A Leaf
53,Patri,•,A Patrician; A Noble Mane
86,Pavak,•,Fire
248,Pavan,•,Wind; Breeze; Life; Lord Hanuman
49,Pavas,•,Wind
50,Pavel,•,Little; Small; Form of Paul
108,Pavin,•,Sun; Moon
94,Pavit,•,Pure; Pious
162,Pawan,•,Wind; Air; Power-star
42,Payal,•,Foot Ornament
44,Payam,•,Message
78,Payas,•,Water
51,Payod,•,Cloud
42,Payoj,•,Lotus
57,Pegan,•,Tamil King
28,Pemal,•,Awesome
43,Peruk,•,Rescuer; King
45,Pesal,•,Beautiful; Decorated; Charming
60,Peter,•,Rock; Stone; River; Strong
37,Petva,•,Gold
34,Phani,•,Snake
26,Piara,•,King of Serpents
26,Pilar,•,Pillar; Fountain Base
64,Pinak,•,Shiva's Bow
43,Pinki,•,Like a Rose
47,Pintu,•,Rocky; Sun; Fearless
31,Pipal,•,The Sacred Tree
24,Pirro,•,Red Haired; Flaming Hair
30,Pitar,•,Father
36,Pitri,•,Father
37,Pival,•,A Tree
44,Polam,•,Flower
178,Poorv,•,The East
66,Popat,•,Parrot
33,Posha,•,Flower
65,Praan,•,Life
46,Prabh,•,God
56,Prabu,•,God
33,Prady,•,Healty
48,Praiv,•,Brave
127,Prana,•,Spirit
56,Pravi,•,Lord Hanuman
142,Preet,•,Love
41,Prema,•,Love
42,Presh,•,Active
29,Primo,•,First Born
60,Prina,•,Pleased
138,Prish,•,Loving or God Gifted
40,Prita,•,Delighted; Joyful
40,Prity,•,Affection; Love
51,Prsad,•,God Gift
118,Pugal,•,Glory; Fame
112,Pujan,•,The Ceremony of Worshipping
46,Pujar,•,Priest
138,Pujit,•,Worshipped
58,Pujya,•,Respectable; Worshipped Person
82,Pulak,•,Joy
85,Pulin,•,Beautiful
53,Punag,•,A White Lotus
48,Punan,•,Clear; Bright
71,Punav,•,Full Moon
23,Punil,•,Beautiful
218,Punit,•,Holy; Untouched; Good; Pure
71,Punya,•,Virtue; Original; Pious; Purification Acquired by Virtuous Deeds
42,Pupri,•,Petals of Flower
91,Purab,•,East
87,Puran,•,Complete
143,Purav,•,Chanting Voice from East at Sunrise
39,Purdy,•,Pretty; Handsome
33,Purha,•,Full
44,Purna,•,Fullness; Fulfilled
67,Purva,•,East
34,Purya,•,Worthy of Fulfilment
76,Pusan,•,A Sage
88,Pushp,•,Flower
51,Puspa,•,Flower
47,Putta,•,Small Baby
23,Pyara,•,Loved One
49,Pyare,•,One who is Lovable
98,Paandu,•,Father of the Pandavas
69,Paaras,•,Precious Stone; Costly Metal
224,Paarth,•,Another Name of Arjuna
67,Paavak,•,Pure; Fire
143,Paavan,•,Purifier; Water
64,Paawan,•,Pure
61,Pachai,•,Youthful; Resourceful
21,Pachak,•,Digester
94,Padmaj,•,Lord Brahama
50,Padmal,•,Lotus
82,Padman,•,Lotus
38,Padmin,•,Lotus Holder
41,Pahara,•,Mountain
63,Pajika,•,Feet
55,Pakala,•,Day
23,Pakima,•,Add Meaning
54,Paksha,•,Political Party; Fortnight; Symbolizing the Phases of Moon.
54,Pakshi,•,Bird
31,Palaka,•,Guardian
26,Palang,•,Bed
65,Palani,•,Abode of Lord Murugan
168,Palash,•,A Flowering
50,Palita,•,Guarded; Protected
63,Pallab,•,New Leaves
41,Pallas,•,Understanding; To Brandish; To Wield a Weapon
94,Pallav,•,Young Shoots and Leaves
31,Paloma,•,White Dove
15,Palomi,•,Add Meaning
15,Pancho,•,Tuft; Plume; Frenchman; Free; Nickname for Francisco and Frank
31,Pandit,•,Priest; One who have Very Good Knowledge
20,Pandya,•,South Indian Dynasty
18,Panick,•,Scared
18,Panika,•,Shahid
29,Panine,•,A Sanskrit Grammarian
37,Panini,•,The Great Scholar-grammarian
15,Panjab,•,One with Pale White Complexion
127,Pankaj,•,Lotus Flower; Awesome
14,Pankil,•,Name of a Bird
46,Pankit,•,A Line
21,Panner,•,Life of Happy
46,Panshu,•,Loard Shiva
8,Pantni,•,Add Meaning
50,Paraag,•,Pollen; Sandal Wood
31,Parakh,•,Satisfying; Pleasing
16,Parama,•,Supreme; Highest
18,Parana,•,To Pray Someone
32,Parani,•,Song
16,Parash,•,Touch; Gold
14,Parasu,•,Lord Parshu Ram
45,Pardhu,•,Arjuna
27,Pardip,•,Jivan
68,Parees,•,Touch Stone; Stone that Turns Iron to Gold
88,Paresh,•,Supreme Spirit
21,Pargat,•,Appearance
16,Parind,•,Add Meaning
18,Pariya,•,Lion
9,Parmit,•,Friend of the Supreme
36,Parnab,•,Lord Shiva
30,Parnad,•,A Brahmin in the Qpics
31,Parnal,•,Leafy
34,Parnik,•,Creeper
11,Parsad,•,Grace
20,Parsan,•,One who is Happy and Delightful
14,Parshv,•,Name of Jain God
36,Partap,•,Glory; Vigour; Strength
67,Partha,•,Arjun
23,Partho,•,Arjun; The Hero of Indian Epic Mahabharat
34,Partik,•,Man at War
15,Parvan,•,A Ceremony; Hight; Peak
22,Parvat,•,Mountain
45,Parvin,•,Regular Winner
15,Parwez,•,Victorious Peace
20,Pascal,•,Pass over
9,Pashwa,•,Name of a God
7,Pasram,•,Lord Parshuram
15,Pataak,•,Flag
6,Patala,•,Goddess Durga
9,Patali,•,Type of Flower; Trumpet
6,Patash,•,Place; Water; Air
4,Patava,•,Add Meaning
6,Patdev,•,Honourable Lord
22,Pathak,•,Flag; One who Reads Holy Scripts in Temples
29,Pathik,•,A Traveller
13,Pathin,•,Traveller
15,Pathya,•,Suitable
7,Patika,•,Bridge
6,Paunar,•,Stem of Lotus
13,Pauras,•,Real Man; The Man who have a Hugh Potentials
26,Paurav,•,Descendent of King Puru
19,Pavaka,•,Bright; Purifying
18,Pavana,•,Purifying
19,Pavani,•,Hanuman
11,Pavant,•,Holiness; Purity
15,Pavish,•,Truly; Bright
15,Pavith,•,Pure
20,Payoda,•,Cloud; One who Gives Water
12,Pediya,•,Add Meaning
41,Pehlaj,•,First Born
5,Pejman,•,Desire; Wish; Broken-hearted; Sad
9,Peketi,•,Add Meaning
5,Pelava,•,Add Meaning
22,Peneet,•,The Warrior
10,Perani,•,Expressive Nature; Idealistic and Inspirational
2,Peyman,•,Promise
9,Phagun,•,A Hindu Month
16,Phalak,•,Sky; Heaven
12,Phelan,•,Joyful; Little Wolf
22,Phenil,•,Foamy
12,Phoola,•,King of Gods; One Blossoming Like Flowers
25,Pichai,•,Older Brother
11,Pikesh,•,Add Meaning
9,Pillan,•,Add Meaning
31,Pinaki,•,Lord Shiva; Lord Krishna
9,Pinank,•,Piyush
8,Pinchu,•,Small
19,Pingal,•,A Reputed Sage
8,Pinkay,•,Always Happy
11,Pintoo,•,Point or Full Stop
17,Pirnav,•,Start of Something New
11,Pivari,•,A Wife of Sukha
27,Piyali,•,A Tree
171,Piyush,•,Our Nectar; Milk; Amrat; Nectar; Amrit; Elixir; Drink that Makes One Immortal
27,Poatri,•,Admired; Praisable Man
14,Poduri,•,Add Meaning
13,Podury,•,Add Meaning
9,Pogula,•,Lord Venkateswara
8,Pomana,•,God Shiva
38,Ponnan,•,Precious
21,Ponraj,•,Gold
19,Ponvel,•,God Murugan
52,Poojan,•,Worship
5,Poojay,•,Respected
36,Poojit,•,Worshipped
12,Poojya,•,Who Should be Worshiped
37,Pooran,•,Complete
22,Poorna,•,Complete
31,Poovan,•,God of Flower
12,Porush,•,Man Power
4,Poshya,•,Add Meaning
19,Pourab,•,East
8,Pouyan,•,To Search; To Run; Runner
56,Prabal,•,Coral
9,Prabha,•,Light
65,Prabhu,•,God
33,Prabir,•,Hero; Brave One Praveer
11,Prachi,•,East
32,Pradhi,•,Intelligent
17,Pradip,•,Good and Truth Light; Lamp
47,Praful,•,Blooming
7,Pragra,•,The Highest Point; Summit
32,Pragun,•,Straight; Honest
28,Pragya,•,Intelligent
58,Prahan,•,Person who is Very Kind and Generous
9,Prahar,•,Attack
19,Prahas,•,Full of Qualities; Honest; Upright
34,Prahil,•,Part of God
9,Prajai,•,Citizen
19,Prajal,•,Shining
20,Prajas,•,Born
6,Prajav,•,A Quick Motion
38,Prajay,•,Citizen
78,Prajin,•,Kind; God
43,Prajit,•,Kind; Concuring; Victory
17,Prajna,•,Wise; Supremely Wise
10,Prajul,•,Add Meaning
14,Prakam,•,Joy; Desire
18,Prakar,•,Doing Well; Respect
27,Prakat,•,Manifested
32,Praket,•,Intelligence
36,Prakul,•,Good Looking
31,Pralay,•,Disaster; Another Name of Lord Shiva; Himalaya
14,Pramad,•,Nature; Handsome
12,Praman,•,Horse; Standard
5,Pramat,•,Horse
6,Pramda,•,Horse
65,Pramit,•,Consciousness
75,Pramod,•,Happy; Growth; Happiness; Delight
28,Pramsu,•,A Scholar
9,Pramti,•,Add Meaning
9,Pramud,•,Ecstasy; Merriment
26,Pranab,•,Sound of Om; Love
34,Pranad,•,Lord Vishnu; Lord Brahma
1,Pranai,•,Add Meaning
23,Pranak,•,Living Being; One who Gives Life
32,Pranal,•,Waterway
8,Pranam,•,Namaskara
362,Pranav,•,King; Intelligent; The Sacred Syllable Om; Lord Vishnu; Sacred Syllable Om; Symbol
130,Pranay,•,Innocent Love; Romance; Love; Marriage; Affection; Friendship
81,Pranet,•,Leader
33,Praney,•,Obedient
5,Pranga,•,Intelligence
47,Pranil,•,Love
92,Pranit,•,Modest
11,Pranod,•,One who Directs; Leader
14,Pransh,•,Add Meaning
47,Pransu,•,High; Tall
18,Praram,•,Start
27,Praruj,•,Likable; Handsome
75,Prasad,•,Offering to God During Pooja; Blessing
8,Prasai,•,Cast
19,Prasan,•,Successful; Winner
8,Prasat,•,Pleased; Bright
5,Prasen,•,Add Meaning
8,Prasha,•,A Mark of Love
13,Prasit,•,First Ray of the Winter Sun
8,Prasuk,•,Pure; From Jain Literature; Very Pure
45,Prasun,•,Blossom
11,Pratam,•,The First
66,Pratap,•,Dignity; Majesty; Glory
11,Pratar,•,Glorious; Shining; The Dawn
12,Pratha,•,Trend; Custom
14,Prathu,•,Omnipresent; Lord Vishnu
166,Pratik,•,Shadow; Symbol
18,Pratim,•,Beautiful
19,Pratit,•,Faith in God
21,Prativ,•,Good Boy
49,Pratul,•,Plenty
23,Praval,•,Fierce; Strong
41,Pravan,•,Bowed Down; Modest
41,Pravar,•,Most Excellent; Chief
9,Pravat,•,History
14,Pravek,•,Excellent; Distinguished
17,Praver,•,Chief
10,Pravil,•,Add Meaning
121,Pravin,•,Talented; Expert; Skilled; Fulfilled; Extra Ordinary Person
35,Pravir,•,Brave
43,Pravit,•,Hero
10,Pravya,•,Add Meaning
60,Prayag,•,Confluence of Ganga-jamuna-saraswati
48,Prayan,•,Supreme Intelligence
